### Cluster 58 — Symptoms (132)
Symptom,Frequency 
stiffness in hollow of knee,knee pain worse when sitting,1.0,1
stiffness in hollow of knee,foot pain better by warmth of bed,1.0,1
stiffness in hollow of knee,pain in throat,1.0,1
stiffness in hollow of knee,severe pressive pain in ball of great toe,1.0,1
stiffness in hollow of knee,elbow pain worse from warmth,1.0,1
stiffness in hollow of knee,stitches in sternum from deep breathing,1.0,1
stiffness in hollow of knee,gouty tearing in lower leg,1.0,1
stiffness in hollow of knee,thigh pain worse in open air,1.0,1
stiffness in hollow of knee,tensive pain in hollow of knee,1.0,1
stiffness in hollow of knee,tearing in teeth,1.0,1
stiffness in hollow of knee,bruised pain in os coccyx,1.0,1
stiffness in hollow of knee,aching in hip joints as if dislocated,1.0,1
stiffness in hollow of knee,indurations of finger tendons,1.0,1
stiffness in hollow of knee,weakness in single parts,1.0,1
stiffness in hollow of knee,shoulder pain preventing motion,1.0,1
stiffness in hollow of knee,painful numbness of thumb,1.0,1
stiffness in hollow of knee,gout in hands,1.0,1
stiffness in hollow of knee,tearing in shoulder blades,1.0,1
stiffness in hollow of knee,sprained pain in back,1.0,1
fingers half-closed,bruised pain in thighs in morning,1.0,1
fingers half-closed,tension in right side of neck,1.0,1
fingers half-closed,stitches in left lumbar region,1.0,1
fingers half-closed,tension in ankle joints,1.0,1
fingers half-closed,rheumatic aching in shoulder,1.0,1
fingers half-closed,paralysis of face,1.0,1
fingers half-closed,thigh pain better by warmth of bed,1.0,1
fingers half-closed,tension in heel,1.0,1
fingers half-closed,muscles feel as if bound,1.0,1
fingers half-closed,backache in coccyx,1.0,1
fingers half-closed,sensation as if sharp crust struck spine,1.0,1
fingers half-closed,drawing pain to cheek,1.0,1
fingers half-closed,pain in loins as if bound by hands,1.0,1
fingers half-closed,tearing in thighs,1.0,1
fingers half-closed,griping clawing about elbow,1.0,1
fingers half-closed,head drawn to right side,1.0,1
fingers half-closed,cannot get into easy position,1.0,1
fingers half-closed,drawing in hands,1.0,1
fingers half-closed,cough affects back of sternum,1.0,1
fingers half-closed,jaw stiff,1.0,1
fingers half-closed,cutting stitches toward toes,1.0,1
fingers half-closed,paralysis of deltoid muscle,1.0,1
fingers half-closed,tendo achillis cramps waken from sleep,1.0,1
fingers half-closed,drawing sticking pain in finger joints,1.0,1
fingers half-closed,tearing pain along lumbar vertebrae,1.0,1
fingers half-closed,contractions of finger tendons,1.0,1
fingers half-closed,leg pain worse in open air,1.0,1
fingers half-closed,drawing in legs,1.0,1
fingers half-closed,tension in knee joints,1.0,1
fingers half-closed,back pain as if from lifting,1.0,1
fingers half-closed,drawing in thighs,1.0,1
fingers half-closed,pains in malar bones,1.0,1
fingers half-closed,tearing pains shift rapidly,1.0,1
fingers half-closed,tearing pains change place often,1.0,1
fingers half-closed,paralysis of vocal cords,1.0,1
fingers half-closed,rheumatism of face,1.0,1
fingers half-closed,drawing from knee to malleolus,1.0,1
fingers half-closed,sore bruised pain on side lain on at night,1.0,1
fingers half-closed,cramps in tendo achillis,1.0,1
fingers half-closed,leg pain better by warmth of bed,1.0,1
fingers half-closed,tensive pain in forearms,1.0,1
fingers half-closed,single stitches in shin bone,1.0,1
fingers half-closed,rheumatic conditions with paralytic tendency,1.0,1
fingers half-closed,jaw lame,1.0,1
fingers half-closed,great uneasiness of limbs,1.0,1
fingers half-closed,gouty pains in limbs,1.0,1
fingers half-closed,numbness of ankles,1.0,1
fingers half-closed,burning stitches in great toe,1.0,1
fingers half-closed,nightly burning tearing in shins,1.0,1
fingers half-closed,patient springs out of bed,1.0,1
fingers half-closed,knee pain worse when beginning to walk,1.0,1
fingers half-closed,great restlessness in evening,1.0,1
fingers half-closed,cramps in calves in morning in bed,1.0,1
fingers half-closed,pains in zygomatic arch,1.0,1
fingers half-closed,drawing pain in glenoid cavity of jaw,1.0,1
fingers half-closed,cramps in sole of right foot,1.0,1
fingers half-closed,gouty tearing in feet,1.0,1
fingers half-closed,paralysis of arms,1.0,1
fingers half-closed,darting pain in os coccyx,1.0,1
fingers half-closed,contractions of flexors,1.0,1
fingers half-closed,cough feels as if it tears chest,1.0,1
fingers half-closed,tearing pain to linea alba,1.0,1
fingers half-closed,drawing in shoulder blades,1.0,1
fingers half-closed,rheumatic contraction of tendons antidoted by guaiac,1.0,1
fingers half-closed,pinching crampy pain in buttocks,1.0,1
fingers half-closed,pressure in shoulders,1.0,1
fingers half-closed,pain in middle of spine on swallowing,1.0,1
fingers half-closed,tearing pain in back of neck,1.0,1
fingers half-closed,painful stiffness of back,1.0,1
fingers half-closed,abundance of warty growths,1.0,1
fingers half-closed,stitching pains in hip joints,1.0,1
fingers half-closed,contractions of limbs,1.0,1
fingers half-closed,pressing cramp-like pain in kidney region,1.0,1
fingers half-closed,tearing pains in joints,1.0,1
fingers half-closed,sticking pain inward,1.0,1
fingers half-closed,painful numbness of index finger,1.0,1
fingers half-closed,drawing in feet,1.0,1
fingers half-closed,cramps in tendo achillis at 2 a.m.,1.0,1
fingers half-closed,cough affects throat,1.0,1
fingers half-closed,rheumatism of lower jaw,1.0,1
fingers half-closed,painful stiffness of sacrum,1.0,1
fingers half-closed,tearing boring pain in lower leg with movement,1.0,1
fingers half-closed,dull pain in os coccyx,1.0,1
fingers half-closed,pain in left hip joint as if wrenched,1.0,1
fingers half-closed,drawing in forearms,1.0,1
fingers half-closed,ulcerative pain in heels,1.0,1
fingers half-closed,gouty deposits,1.0,1
fingers half-closed,severe tearing in tendons under right calf,1.0,1
fingers half-closed,pain in elbow joints,1.0,1
fingers half-closed,ankle pain better from walking,1.0,1
fingers half-closed,knee pain better by warmth of bed,1.0,1
fingers half-closed,pains in superior maxilla bones,1.0,1
fingers half-closed,pains in shoulder when dressing in morning,1.0,1
fingers half-closed,foot pain worse in open air,1.0,1
fingers half-closed,pain in occiput,1.0,1
fingers half-closed,prosopalgia,1.0,1
fingers half-closed,tearing in forearms,1.0,1
fingers half-closed,stiffness worse on rising from chair,1.0,1
fingers half-closed,knee pain worse in open air,1.0,1
fingers half-closed,tendons of knees seem too short,1.0,1
fingers half-closed,bruised pain in legs in morning,1.0,1
fingers half-closed,cannot move fingers by will power,1.0,1
fingers half-closed,stitches in teeth,1.0,1
fingers half-closed,stitches in sternum from lifting,1.0,1
fingers half-closed,cracking in knees on walking,1.0,1
fingers half-closed,paralysis of hands,1.0,1
fingers half-closed,pinching crampy pain in lumbar region,1.0,1
fingers half-closed,knee pain better from continual motion,1.0,1
fingers half-closed,pain in ankle when sitting,1.0,1
fingers half-closed,stiffness in hollow of knee,1.0,1
fingers half-closed,drawing pain to ear,1.0,1
fingers half-closed,swelling of small joints of foot,1.0,1
fingers half-closed,knee pain worse when sitting,1.0,1
fingers half-closed,foot pain better by warmth of bed,1.0,1
fingers half-closed,pain in throat,1.0,1
fingers half-closed,severe pressive pain in ball of great toe,1.0,1
fingers half-closed,elbow pain worse from warmth,1.0,1
fingers half-closed,stitches in sternum from deep breathing,1.0,1
fingers half-closed,gouty tearing in lower leg,1.0,1
fingers half-closed,thigh pain worse in open air,1.0,1
fingers half-closed,tensive pain in hollow of knee,1.0,1
fingers half-closed,tearing in teeth,1.0,1
fingers half-closed,bruised pain in os coccyx,1.0,1
fingers half-closed,aching in hip joints as if dislocated,1.0,1
fingers half-closed,indurations of finger tendons,1.0,1
fingers half-closed,weakness in single parts,1.0,1
fingers half-closed,shoulder pain preventing motion,1.0,1
fingers half-closed,painful numbness of thumb,1.0,1
fingers half-closed,gout in hands,1.0,1
fingers half-closed,tearing in shoulder blades,1.0,1
fingers half-closed,sprained pain in back,1.0,1
pain in elbow joints,bruised pain in thighs in morning,1.0,1
pain in elbow joints,tension in right side of neck,1.0,1
pain in elbow joints,stitches in left lumbar region,1.0,1
pain in elbow joints,tension in ankle joints,1.0,1
pain in elbow joints,rheumatic aching in shoulder,1.0,1
pain in elbow joints,fingers half-closed,1.0,1
pain in elbow joints,paralysis of face,1.0,1
pain in elbow joints,thigh pain better by warmth of bed,1.0,1
pain in elbow joints,tension in heel,1.0,1
pain in elbow joints,muscles feel as if bound,1.0,1
pain in elbow joints,backache in coccyx,1.0,1
pain in elbow joints,sensation as if sharp crust struck spine,1.0,1
pain in elbow joints,drawing pain to cheek,1.0,1
pain in elbow joints,pain in loins as if bound by hands,1.0,1
pain in elbow joints,tearing in thighs,1.0,1
pain in elbow joints,griping clawing about elbow,1.0,1
pain in elbow joints,head drawn to right side,1.0,1
pain in elbow joints,cannot get into easy position,1.0,1
pain in elbow joints,drawing in hands,1.0,1
pain in elbow joints,cough affects back of sternum,1.0,1
pain in elbow joints,jaw stiff,1.0,1
pain in elbow joints,cutting stitches toward toes,1.0,1
pain in elbow joints,paralysis of deltoid muscle,1.0,1
pain in elbow joints,tendo achillis cramps waken from sleep,1.0,1
pain in elbow joints,drawing sticking pain in finger joints,1.0,1
pain in elbow joints,tearing pain along lumbar vertebrae,1.0,1
pain in elbow joints,contractions of finger tendons,1.0,1
pain in elbow joints,leg pain worse in open air,1.0,1
pain in elbow joints,drawing in legs,1.0,1
pain in elbow joints,tension in knee joints,1.0,1
pain in elbow joints,back pain as if from lifting,1.0,1
pain in elbow joints,drawing in thighs,1.0,1
pain in elbow joints,pains in malar bones,1.0,1
pain in elbow joints,tearing pains shift rapidly,1.0,1
pain in elbow joints,tearing pains change place often,1.0,1
pain in elbow joints,paralysis of vocal cords,1.0,1
pain in elbow joints,rheumatism of face,1.0,1
pain in elbow joints,drawing from knee to malleolus,1.0,1
pain in elbow joints,sore bruised pain on side lain on at night,1.0,1
pain in elbow joints,cramps in tendo achillis,1.0,1
pain in elbow joints,leg pain better by warmth of bed,1.0,1
pain in elbow joints,tensive pain in forearms,1.0,1
pain in elbow joints,single stitches in shin bone,1.0,1
pain in elbow joints,rheumatic conditions with paralytic tendency,1.0,1
pain in elbow joints,jaw lame,1.0,1
pain in elbow joints,great uneasiness of limbs,1.0,1
pain in elbow joints,gouty pains in limbs,1.0,1
pain in elbow joints,numbness of ankles,1.0,1
pain in elbow joints,burning stitches in great toe,1.0,1
pain in elbow joints,nightly burning tearing in shins,1.0,1
pain in elbow joints,patient springs out of bed,1.0,1
pain in elbow joints,knee pain worse when beginning to walk,1.0,1
pain in elbow joints,great restlessness in evening,1.0,1
pain in elbow joints,cramps in calves in morning in bed,1.0,1
pain in elbow joints,pains in zygomatic arch,1.0,1
pain in elbow joints,drawing pain in glenoid cavity of jaw,1.0,1
pain in elbow joints,cramps in sole of right foot,1.0,1
pain in elbow joints,gouty tearing in feet,1.0,1
pain in elbow joints,paralysis of arms,1.0,1
pain in elbow joints,darting pain in os coccyx,1.0,1
pain in elbow joints,contractions of flexors,1.0,1
pain in elbow joints,cough feels as if it tears chest,1.0,1
pain in elbow joints,tearing pain to linea alba,1.0,1
pain in elbow joints,drawing in shoulder blades,1.0,1
pain in elbow joints,rheumatic contraction of tendons antidoted by guaiac,1.0,1
pain in elbow joints,pinching crampy pain in buttocks,1.0,1
pain in elbow joints,pressure in shoulders,1.0,1
pain in elbow joints,pain in middle of spine on swallowing,1.0,1
pain in elbow joints,tearing pain in back of neck,1.0,1
pain in elbow joints,painful stiffness of back,1.0,1
pain in elbow joints,abundance of warty growths,1.0,1
pain in elbow joints,stitching pains in hip joints,1.0,1
pain in elbow joints,contractions of limbs,1.0,1
pain in elbow joints,pressing cramp-like pain in kidney region,1.0,1
pain in elbow joints,tearing pains in joints,1.0,1
pain in elbow joints,sticking pain inward,1.0,1
pain in elbow joints,painful numbness of index finger,1.0,1
pain in elbow joints,drawing in feet,1.0,1
pain in elbow joints,cramps in tendo achillis at 2 a.m.,1.0,1
pain in elbow joints,cough affects throat,1.0,1
pain in elbow joints,rheumatism of lower jaw,1.0,1
pain in elbow joints,painful stiffness of sacrum,1.0,1
pain in elbow joints,tearing boring pain in lower leg with movement,1.0,1
pain in elbow joints,dull pain in os coccyx,1.0,1
pain in elbow joints,pain in left hip joint as if wrenched,1.0,1
pain in elbow joints,drawing in forearms,1.0,1
pain in elbow joints,ulcerative pain in heels,1.0,1
pain in elbow joints,gouty deposits,1.0,1
pain in elbow joints,severe tearing in tendons under right calf,1.0,1
pain in elbow joints,ankle pain better from walking,1.0,1
pain in elbow joints,knee pain better by warmth of bed,1.0,1
pain in elbow joints,pains in superior maxilla bones,1.0,1
pain in elbow joints,pains in shoulder when dressing in morning,1.0,1
pain in elbow joints,foot pain worse in open air,1.0,1
pain in elbow joints,pain in occiput,1.0,1
pain in elbow joints,prosopalgia,1.0,1
pain in elbow joints,tearing in forearms,1.0,1
pain in elbow joints,stiffness worse on rising from chair,1.0,1
pain in elbow joints,knee pain worse in open air,1.0,1
pain in elbow joints,tendons of knees seem too short,1.0,1
pain in elbow joints,bruised pain in legs in morning,1.0,1
pain in elbow joints,cannot move fingers by will power,1.0,1
pain in elbow joints,stitches in teeth,1.0,1
pain in elbow joints,stitches in sternum from lifting,1.0,1
pain in elbow joints,cracking in knees on walking,1.0,1
pain in elbow joints,paralysis of hands,1.0,1
pain in elbow joints,pinching crampy pain in lumbar region,1.0,1
pain in elbow joints,knee pain better from continual motion,1.0,1
pain in elbow joints,pain in ankle when sitting,1.0,1
pain in elbow joints,stiffness in hollow of knee,1.0,1
pain in elbow joints,drawing pain to ear,1.0,1
pain in elbow joints,swelling of small joints of foot,1.0,1
pain in elbow joints,knee pain worse when sitting,1.0,1
pain in elbow joints,foot pain better by warmth of bed,1.0,1
pain in elbow joints,pain in throat,1.0,1
pain in elbow joints,severe pressive pain in ball of great toe,1.0,1
pain in elbow joints,elbow pain worse from warmth,1.0,1
pain in elbow joints,stitches in sternum from deep breathing,1.0,1
pain in elbow joints,gouty tearing in lower leg,1.0,1
pain in elbow joints,thigh pain worse in open air,1.0,1
pain in elbow joints,tensive pain in hollow of knee,1.0,1
pain in elbow joints,tearing in teeth,1.0,1
pain in elbow joints,bruised pain in os coccyx,1.0,1
pain in elbow joints,aching in hip joints as if dislocated,1.0,1
pain in elbow joints,indurations of finger tendons,1.0,1
pain in elbow joints,weakness in single parts,1.0,1
pain in elbow joints,shoulder pain preventing motion,1.0,1
pain in elbow joints,painful numbness of thumb,1.0,1
pain in elbow joints,gout in hands,1.0,1
pain in elbow joints,tearing in shoulder blades,1.0,1
pain in elbow joints,sprained pain in back,1.0,1
tearing pain in back of neck,bruised pain in thighs in morning,1.0,1
tearing pain in back of neck,tension in right side of neck,1.0,1
tearing pain in back of neck,stitches in left lumbar region,1.0,1
tearing pain in back of neck,tension in ankle joints,1.0,1
tearing pain in back of neck,rheumatic aching in shoulder,1.0,1
tearing pain in back of neck,fingers half-closed,1.0,1
tearing pain in back of neck,paralysis of face,1.0,1
tearing pain in back of neck,thigh pain better by warmth of bed,1.0,1
tearing pain in back of neck,tension in heel,1.0,1
tearing pain in back of neck,muscles feel as if bound,1.0,1
tearing pain in back of neck,backache in coccyx,1.0,1
tearing pain in back of neck,sensation as if sharp crust struck spine,1.0,1
tearing pain in back of neck,drawing pain to cheek,1.0,1
tearing pain in back of neck,pain in loins as if bound by hands,1.0,1
tearing pain in back of neck,tearing in thighs,1.0,1
tearing pain in back of neck,griping clawing about elbow,1.0,1
tearing pain in back of neck,head drawn to right side,1.0,1
tearing pain in back of neck,cannot get into easy position,1.0,1
tearing pain in back of neck,drawing in hands,1.0,1
tearing pain in back of neck,cough affects back of sternum,1.0,1
tearing pain in back of neck,jaw stiff,1.0,1
tearing pain in back of neck,cutting stitches toward toes,1.0,1
tearing pain in back of neck,paralysis of deltoid muscle,1.0,1
tearing pain in back of neck,tendo achillis cramps waken from sleep,1.0,1
tearing pain in back of neck,drawing sticking pain in finger joints,1.0,1
tearing pain in back of neck,tearing pain along lumbar vertebrae,1.0,1
tearing pain in back of neck,contractions of finger tendons,1.0,1
tearing pain in back of neck,leg pain worse in open air,1.0,1
tearing pain in back of neck,drawing in legs,1.0,1
tearing pain in back of neck,tension in knee joints,1.0,1
tearing pain in back of neck,back pain as if from lifting,1.0,1
tearing pain in back of neck,drawing in thighs,1.0,1
tearing pain in back of neck,pains in malar bones,1.0,1
tearing pain in back of neck,tearing pains shift rapidly,1.0,1
tearing pain in back of neck,tearing pains change place often,1.0,1
tearing pain in back of neck,paralysis of vocal cords,1.0,1
tearing pain in back of neck,rheumatism of face,1.0,1
tearing pain in back of neck,drawing from knee to malleolus,1.0,1
tearing pain in back of neck,sore bruised pain on side lain on at night,1.0,1
tearing pain in back of neck,cramps in tendo achillis,1.0,1
tearing pain in back of neck,leg pain better by warmth of bed,1.0,1
tearing pain in back of neck,tensive pain in forearms,1.0,1
tearing pain in back of neck,single stitches in shin bone,1.0,1
tearing pain in back of neck,rheumatic conditions with paralytic tendency,1.0,1
tearing pain in back of neck,jaw lame,1.0,1
tearing pain in back of neck,great uneasiness of limbs,1.0,1
tearing pain in back of neck,gouty pains in limbs,1.0,1
tearing pain in back of neck,numbness of ankles,1.0,1
tearing pain in back of neck,burning stitches in great toe,1.0,1
tearing pain in back of neck,nightly burning tearing in shins,1.0,1
tearing pain in back of neck,patient springs out of bed,1.0,1
tearing pain in back of neck,knee pain worse when beginning to walk,1.0,1
tearing pain in back of neck,great restlessness in evening,1.0,1
tearing pain in back of neck,cramps in calves in morning in bed,1.0,1
tearing pain in back of neck,pains in zygomatic arch,1.0,1
tearing pain in back of neck,drawing pain in glenoid cavity of jaw,1.0,1
tearing pain in back of neck,cramps in sole of right foot,1.0,1
tearing pain in back of neck,gouty tearing in feet,1.0,1
tearing pain in back of neck,paralysis of arms,1.0,1
tearing pain in back of neck,darting pain in os coccyx,1.0,1
tearing pain in back of neck,contractions of flexors,1.0,1
tearing pain in back of neck,cough feels as if it tears chest,1.0,1
tearing pain in back of neck,tearing pain to linea alba,1.0,1
tearing pain in back of neck,drawing in shoulder blades,1.0,1
tearing pain in back of neck,rheumatic contraction of tendons antidoted by guaiac,1.0,1
tearing pain in back of neck,pinching crampy pain in buttocks,1.0,1
tearing pain in back of neck,pressure in shoulders,1.0,1
tearing pain in back of neck,pain in middle of spine on swallowing,1.0,1
tearing pain in back of neck,painful stiffness of back,1.0,1
tearing pain in back of neck,abundance of warty growths,1.0,1
tearing pain in back of neck,stitching pains in hip joints,1.0,1
tearing pain in back of neck,contractions of limbs,1.0,1
tearing pain in back of neck,pressing cramp-like pain in kidney region,1.0,1
tearing pain in back of neck,tearing pains in joints,1.0,1
tearing pain in back of neck,sticking pain inward,1.0,1
tearing pain in back of neck,painful numbness of index finger,1.0,1
tearing pain in back of neck,drawing in feet,1.0,1
tearing pain in back of neck,cramps in tendo achillis at 2 a.m.,1.0,1
tearing pain in back of neck,cough affects throat,1.0,1
tearing pain in back of neck,rheumatism of lower jaw,1.0,1
tearing pain in back of neck,painful stiffness of sacrum,1.0,1
tearing pain in back of neck,tearing boring pain in lower leg with movement,1.0,1
tearing pain in back of neck,dull pain in os coccyx,1.0,1
tearing pain in back of neck,pain in left hip joint as if wrenched,1.0,1
tearing pain in back of neck,drawing in forearms,1.0,1
tearing pain in back of neck,ulcerative pain in heels,1.0,1
tearing pain in back of neck,gouty deposits,1.0,1
tearing pain in back of neck,severe tearing in tendons under right calf,1.0,1
tearing pain in back of neck,pain in elbow joints,1.0,1
tearing pain in back of neck,ankle pain better from walking,1.0,1
tearing pain in back of neck,knee pain better by warmth of bed,1.0,1
tearing pain in back of neck,pains in superior maxilla bones,1.0,1
tearing pain in back of neck,pains in shoulder when dressing in morning,1.0,1
tearing pain in back of neck,foot pain worse in open air,1.0,1
tearing pain in back of neck,pain in occiput,1.0,1
tearing pain in back of neck,prosopalgia,1.0,1
tearing pain in back of neck,tearing in forearms,1.0,1
tearing pain in back of neck,stiffness worse on rising from chair,1.0,1
tearing pain in back of neck,knee pain worse in open air,1.0,1
tearing pain in back of neck,tendons of knees seem too short,1.0,1
tearing pain in back of neck,bruised pain in legs in morning,1.0,1
tearing pain in back of neck,cannot move fingers by will power,1.0,1
tearing pain in back of neck,stitches in teeth,1.0,1
tearing pain in back of neck,stitches in sternum from lifting,1.0,1
tearing pain in back of neck,cracking in knees on walking,1.0,1
tearing pain in back of neck,paralysis of hands,1.0,1
tearing pain in back of neck,pinching crampy pain in lumbar region,1.0,1
tearing pain in back of neck,knee pain better from continual motion,1.0,1
tearing pain in back of neck,pain in ankle when sitting,1.0,1
tearing pain in back of neck,stiffness in hollow of knee,1.0,1
tearing pain in back of neck,drawing pain to ear,1.0,1
tearing pain in back of neck,swelling of small joints of foot,1.0,1
tearing pain in back of neck,knee pain worse when sitting,1.0,1
tearing pain in back of neck,foot pain better by warmth of bed,1.0,1
tearing pain in back of neck,pain in throat,1.0,1
tearing pain in back of neck,severe pressive pain in ball of great toe,1.0,1
tearing pain in back of neck,elbow pain worse from warmth,1.0,1
tearing pain in back of neck,stitches in sternum from deep breathing,1.0,1
tearing pain in back of neck,gouty tearing in lower leg,1.0,1
tearing pain in back of neck,thigh pain worse in open air,1.0,1
tearing pain in back of neck,tensive pain in hollow of knee,1.0,1
tearing pain in back of neck,tearing in teeth,1.0,1
tearing pain in back of neck,bruised pain in os coccyx,1.0,1
tearing pain in back of neck,aching in hip joints as if dislocated,1.0,1
tearing pain in back of neck,indurations of finger tendons,1.0,1
tearing pain in back of neck,weakness in single parts,1.0,1
tearing pain in back of neck,shoulder pain preventing motion,1.0,1
tearing pain in back of neck,painful numbness of thumb,1.0,1
tearing pain in back of neck,gout in hands,1.0,1
tearing pain in back of neck,tearing in shoulder blades,1.0,1
tearing pain in back of neck,sprained pain in back,1.0,1
drawing pain to ear,bruised pain in thighs in morning,1.0,1
drawing pain to ear,tension in right side of neck,1.0,1
drawing pain to ear,stitches in left lumbar region,1.0,1
drawing pain to ear,tension in ankle joints,1.0,1
drawing pain to ear,rheumatic aching in shoulder,1.0,1
drawing pain to ear,fingers half-closed,1.0,1
drawing pain to ear,paralysis of face,1.0,1
drawing pain to ear,thigh pain better by warmth of bed,1.0,1
drawing pain to ear,tension in heel,1.0,1
drawing pain to ear,muscles feel as if bound,1.0,1
drawing pain to ear,backache in coccyx,1.0,1
drawing pain to ear,sensation as if sharp crust struck spine,1.0,1
drawing pain to ear,drawing pain to cheek,1.0,1
drawing pain to ear,pain in loins as if bound by hands,1.0,1
drawing pain to ear,tearing in thighs,1.0,1
drawing pain to ear,griping clawing about elbow,1.0,1
drawing pain to ear,head drawn to right side,1.0,1
drawing pain to ear,cannot get into easy position,1.0,1
drawing pain to ear,drawing in hands,1.0,1
drawing pain to ear,cough affects back of sternum,1.0,1
drawing pain to ear,jaw stiff,1.0,1
drawing pain to ear,cutting stitches toward toes,1.0,1
drawing pain to ear,paralysis of deltoid muscle,1.0,1
drawing pain to ear,tendo achillis cramps waken from sleep,1.0,1
drawing pain to ear,drawing sticking pain in finger joints,1.0,1
drawing pain to ear,tearing pain along lumbar vertebrae,1.0,1
drawing pain to ear,contractions of finger tendons,1.0,1
drawing pain to ear,leg pain worse in open air,1.0,1
drawing pain to ear,drawing in legs,1.0,1
drawing pain to ear,tension in knee joints,1.0,1
drawing pain to ear,back pain as if from lifting,1.0,1
drawing pain to ear,drawing in thighs,1.0,1
drawing pain to ear,pains in malar bones,1.0,1
drawing pain to ear,tearing pains shift rapidly,1.0,1
drawing pain to ear,tearing pains change place often,1.0,1
drawing pain to ear,paralysis of vocal cords,1.0,1
drawing pain to ear,rheumatism of face,1.0,1
drawing pain to ear,drawing from knee to malleolus,1.0,1
drawing pain to ear,sore bruised pain on side lain on at night,1.0,1
drawing pain to ear,cramps in tendo achillis,1.0,1
drawing pain to ear,leg pain better by warmth of bed,1.0,1
drawing pain to ear,tensive pain in forearms,1.0,1
drawing pain to ear,single stitches in shin bone,1.0,1
drawing pain to ear,rheumatic conditions with paralytic tendency,1.0,1
drawing pain to ear,jaw lame,1.0,1
drawing pain to ear,great uneasiness of limbs,1.0,1
drawing pain to ear,gouty pains in limbs,1.0,1
drawing pain to ear,numbness of ankles,1.0,1
drawing pain to ear,burning stitches in great toe,1.0,1
drawing pain to ear,nightly burning tearing in shins,1.0,1
drawing pain to ear,patient springs out of bed,1.0,1
drawing pain to ear,knee pain worse when beginning to walk,1.0,1
drawing pain to ear,great restlessness in evening,1.0,1
drawing pain to ear,cramps in calves in morning in bed,1.0,1
drawing pain to ear,pains in zygomatic arch,1.0,1
drawing pain to ear,drawing pain in glenoid cavity of jaw,1.0,1
drawing pain to ear,cramps in sole of right foot,1.0,1
drawing pain to ear,gouty tearing in feet,1.0,1
drawing pain to ear,paralysis of arms,1.0,1
drawing pain to ear,darting pain in os coccyx,1.0,1
drawing pain to ear,contractions of flexors,1.0,1
drawing pain to ear,cough feels as if it tears chest,1.0,1
drawing pain to ear,tearing pain to linea alba,1.0,1
drawing pain to ear,drawing in shoulder blades,1.0,1
drawing pain to ear,rheumatic contraction of tendons antidoted by guaiac,1.0,1
drawing pain to ear,pinching crampy pain in buttocks,1.0,1
drawing pain to ear,pressure in shoulders,1.0,1
drawing pain to ear,pain in middle of spine on swallowing,1.0,1
drawing pain to ear,tearing pain in back of neck,1.0,1
drawing pain to ear,painful stiffness of back,1.0,1
drawing pain to ear,abundance of warty growths,1.0,1
drawing pain to ear,stitching pains in hip joints,1.0,1
drawing pain to ear,contractions of limbs,1.0,1
drawing pain to ear,pressing cramp-like pain in kidney region,1.0,1
drawing pain to ear,tearing pains in joints,1.0,1
drawing pain to ear,sticking pain inward,1.0,1
drawing pain to ear,painful numbness of index finger,1.0,1
drawing pain to ear,drawing in feet,1.0,1
drawing pain to ear,cramps in tendo achillis at 2 a.m.,1.0,1
drawing pain to ear,cough affects throat,1.0,1
drawing pain to ear,rheumatism of lower jaw,1.0,1
drawing pain to ear,painful stiffness of sacrum,1.0,1
drawing pain to ear,tearing boring pain in lower leg with movement,1.0,1
drawing pain to ear,dull pain in os coccyx,1.0,1
drawing pain to ear,pain in left hip joint as if wrenched,1.0,1
drawing pain to ear,drawing in forearms,1.0,1
drawing pain to ear,ulcerative pain in heels,1.0,1
drawing pain to ear,gouty deposits,1.0,1
drawing pain to ear,severe tearing in tendons under right calf,1.0,1
drawing pain to ear,pain in elbow joints,1.0,1
drawing pain to ear,ankle pain better from walking,1.0,1
drawing pain to ear,knee pain better by warmth of bed,1.0,1
drawing pain to ear,pains in superior maxilla bones,1.0,1
drawing pain to ear,pains in shoulder when dressing in morning,1.0,1
drawing pain to ear,foot pain worse in open air,1.0,1
drawing pain to ear,pain in occiput,1.0,1
drawing pain to ear,prosopalgia,1.0,1
drawing pain to ear,tearing in forearms,1.0,1
drawing pain to ear,stiffness worse on rising from chair,1.0,1
drawing pain to ear,knee pain worse in open air,1.0,1
drawing pain to ear,tendons of knees seem too short,1.0,1
drawing pain to ear,bruised pain in legs in morning,1.0,1
drawing pain to ear,cannot move fingers by will power,1.0,1
drawing pain to ear,stitches in teeth,1.0,1
drawing pain to ear,stitches in sternum from lifting,1.0,1
drawing pain to ear,cracking in knees on walking,1.0,1
drawing pain to ear,paralysis of hands,1.0,1
drawing pain to ear,pinching crampy pain in lumbar region,1.0,1
drawing pain to ear,knee pain better from continual motion,1.0,1
drawing pain to ear,pain in ankle when sitting,1.0,1
drawing pain to ear,stiffness in hollow of knee,1.0,1
drawing pain to ear,swelling of small joints of foot,1.0,1
drawing pain to ear,knee pain worse when sitting,1.0,1
drawing pain to ear,foot pain better by warmth of bed,1.0,1
drawing pain to ear,pain in throat,1.0,1
drawing pain to ear,severe pressive pain in ball of great toe,1.0,1
drawing pain to ear,elbow pain worse from warmth,1.0,1
drawing pain to ear,stitches in sternum from deep breathing,1.0,1
drawing pain to ear,gouty tearing in lower leg,1.0,1
drawing pain to ear,thigh pain worse in open air,1.0,1
drawing pain to ear,tensive pain in hollow of knee,1.0,1
