### Cluster 33 — Symptoms (87)
Symptom,Frequency 
stiffness in elbow,sticking pain in knees,1.0,1
stiffness in elbow,stiffness in feet,1.0,1
stiffness in elbow,drawing pain in fingers,1.0,1
stiffness in elbow,violent bruised pain in feet,1.0,1
stiffness in elbow,swelling of hands,1.0,1
stiffness in elbow,drawing pain in ankles,1.0,1
stiffness in elbow,sticking pain in ankles,1.0,1
stiffness in elbow,itching of skin,1.0,1
stiffness in elbow,tearing pain in ankles,1.0,1
stiffness in elbow,sticking pain in legs,1.0,1
stiffness in elbow,violent bruised pain in back,1.0,1
stiffness in elbow,sticking pain in arms,1.0,1
stiffness in elbow,tearing pain in thighs,1.0,1
stiffness in elbow,rheumatism of shoulder,1.0,1
stiffness in elbow,sticking pain in hips,1.0,1
stiffness in elbow,headache worse lying on back,1.0,1
stiffness in elbow,tearing pain in nape of neck,1.0,1
stiffness in elbow,pressive pain in small of back,1.0,1
stiffness in elbow,tearing in wrist,1.0,1
stiffness in elbow,chronic cases,1.0,1
stiffness in elbow,gouty pain in feet,1.0,1
stiffness in elbow,pain as from a sprain in shoulders,1.0,1
stiffness in elbow,gouty diathesis,1.0,1
stiffness in elbow,chronic articular rheumatism,1.0,1
stiffness in elbow,suppressed eruptions,1.0,1
stiffness in elbow,sticking in fingers,1.0,1
stiffness in elbow,sticking pain in feet,1.0,1
stiffness in elbow,drawing pain in all joints,1.0,1
stiffness in elbow,pressive pain,1.0,1
stiffness in elbow,pressure between shoulder blades,1.0,1
stiffness in elbow,can hardly rise from a seat,1.0,1
stiffness in elbow,stiffness in hands,1.0,1
stiffness in elbow,violent bruised pain in sacrum,1.0,1
stiffness in elbow,sticking pain in elbow,1.0,1
stiffness in elbow,pressing pain in nape of neck,1.0,1
stiffness in elbow,violent bruised pain in arms,1.0,1
stiffness in elbow,stiffness in wrist,1.0,1
stiffness in elbow,psoric manifestations,1.0,1
stiffness in elbow,violent bruised pain in elbow,1.0,1
stiffness in elbow,swelling in ankles,1.0,1
stiffness in elbow,sticking in wrist,1.0,1
stiffness in elbow,tearing pain in joints,1.0,1
stiffness in elbow,sticking pain in thighs,1.0,1
stiffness in elbow,stiffness in hips,1.0,1
stiffness in elbow,violent bruised pain in hips,1.0,1
stiffness in elbow,pain as from overlifting in small of back,1.0,1
stiffness in elbow,sticking in hands,1.0,1
stiffness in elbow,stiffness of shoulder,1.0,1
stiffness in elbow,violent bruised pain in ankles,1.0,1
stiffness in elbow,sticking in sacrum,1.0,1
stiffness in elbow,headache worse in open air,1.0,1
stiffness in elbow,tearing pain in hips,1.0,1
stiffness in elbow,swelling of fingers,1.0,1
stiffness in elbow,drawing pain in wrist,1.0,1
stiffness in elbow,stiffness in fingers,1.0,1
stiffness in elbow,drawing pain in arms,1.0,1
stiffness in elbow,drawing pain in hands,1.0,1
stiffness in elbow,rheumatism of muscles of neck,1.0,1
stiffness in elbow,sticking pain in joints,1.0,1
stiffness in elbow,sticking between shoulder blades,1.0,1
stiffness in elbow,sticking pain in nape of neck,1.0,1
stiffness in elbow,tearing pain in shoulder,1.0,1
stiffness in elbow,tearing pain in elbow,1.0,1
stiffness in elbow,gouty pain in wrist,1.0,1
stiffness in elbow,swelling in knees,1.0,1
stiffness in elbow,violent bruised pain in legs,1.0,1
stiffness in elbow,psoric origin,1.0,1
stiffness in elbow,drawing pain in feet,1.0,1
stiffness in elbow,violent bruised pain in joints,1.0,1
stiffness in elbow,sticking in shoulders,1.0,1
stiffness in elbow,pressure in sacrum,1.0,1
stiffness in elbow,stiffness in legs,1.0,1
stiffness in elbow,drawing pain in nape of neck,1.0,1
stiffness in elbow,boring pain,1.0,1
stiffness in elbow,can only turn head to one side,1.0,1
stiffness in elbow,burning of skin,1.0,1
stiffness in elbow,pain as from a sprain in nape of neck,1.0,1
stiffness in elbow,gouty pain in hands,1.0,1
stiffness in elbow,gouty pain in fingers,1.0,1
stiffness in elbow,pain as from a sprain in shoulder,1.0,1
stiffness in elbow,violent bruised pain in knees,1.0,1
stiffness in elbow,drawing pain in legs,1.0,1
stiffness in elbow,violent bruised pain in thighs,1.0,1
stiffness in elbow,worse in open air,1.0,1
pressing pain in nape of neck,sticking pain in small of back,1.0,1
pressing pain in nape of neck,rheumatism of joints,1.0,1
pressing pain in nape of neck,sticking pain in knees,1.0,1
pressing pain in nape of neck,stiffness in feet,1.0,1
pressing pain in nape of neck,drawing pain in fingers,1.0,1
pressing pain in nape of neck,violent bruised pain in feet,1.0,1
pressing pain in nape of neck,swelling of hands,1.0,1
pressing pain in nape of neck,drawing pain in ankles,1.0,1
pressing pain in nape of neck,sticking pain in ankles,1.0,1
pressing pain in nape of neck,itching of skin,1.0,1
pressing pain in nape of neck,tearing pain in ankles,1.0,1
pressing pain in nape of neck,sticking pain in legs,1.0,1
pressing pain in nape of neck,violent bruised pain in back,1.0,1
pressing pain in nape of neck,sticking pain in arms,1.0,1
pressing pain in nape of neck,tearing pain in thighs,1.0,1
pressing pain in nape of neck,rheumatism of shoulder,1.0,1
pressing pain in nape of neck,sticking pain in hips,1.0,1
pressing pain in nape of neck,headache worse lying on back,1.0,1
pressing pain in nape of neck,tearing pain in nape of neck,1.0,1
pressing pain in nape of neck,pressive pain in small of back,1.0,1
pressing pain in nape of neck,tearing in wrist,1.0,1
pressing pain in nape of neck,chronic cases,1.0,1
pressing pain in nape of neck,gouty pain in feet,1.0,1
pressing pain in nape of neck,pain as from a sprain in shoulders,1.0,1
pressing pain in nape of neck,gouty diathesis,1.0,1
pressing pain in nape of neck,chronic articular rheumatism,1.0,1
pressing pain in nape of neck,suppressed eruptions,1.0,1
pressing pain in nape of neck,sticking in fingers,1.0,1
pressing pain in nape of neck,sticking pain in feet,1.0,1
pressing pain in nape of neck,drawing pain in all joints,1.0,1
pressing pain in nape of neck,pressive pain,1.0,1
pressing pain in nape of neck,pressure between shoulder blades,1.0,1
pressing pain in nape of neck,can hardly rise from a seat,1.0,1
pressing pain in nape of neck,stiffness in hands,1.0,1
pressing pain in nape of neck,violent bruised pain in sacrum,1.0,1
pressing pain in nape of neck,sticking pain in elbow,1.0,1
pressing pain in nape of neck,violent bruised pain in arms,1.0,1
pressing pain in nape of neck,stiffness in wrist,1.0,1
pressing pain in nape of neck,psoric manifestations,1.0,1
pressing pain in nape of neck,violent bruised pain in elbow,1.0,1
pressing pain in nape of neck,swelling in ankles,1.0,1
pressing pain in nape of neck,sticking in wrist,1.0,1
pressing pain in nape of neck,tearing pain in joints,1.0,1
pressing pain in nape of neck,sticking pain in thighs,1.0,1
pressing pain in nape of neck,stiffness in hips,1.0,1
pressing pain in nape of neck,violent bruised pain in hips,1.0,1
pressing pain in nape of neck,pain as from overlifting in small of back,1.0,1
pressing pain in nape of neck,sticking in hands,1.0,1
pressing pain in nape of neck,stiffness of shoulder,1.0,1
pressing pain in nape of neck,violent bruised pain in ankles,1.0,1
pressing pain in nape of neck,sticking in sacrum,1.0,1
pressing pain in nape of neck,headache worse in open air,1.0,1
pressing pain in nape of neck,tearing pain in hips,1.0,1
pressing pain in nape of neck,swelling of fingers,1.0,1
pressing pain in nape of neck,drawing pain in wrist,1.0,1
pressing pain in nape of neck,stiffness in fingers,1.0,1
pressing pain in nape of neck,drawing pain in arms,1.0,1
pressing pain in nape of neck,drawing pain in hands,1.0,1
pressing pain in nape of neck,rheumatism of muscles of neck,1.0,1
pressing pain in nape of neck,sticking pain in joints,1.0,1
pressing pain in nape of neck,sticking between shoulder blades,1.0,1
pressing pain in nape of neck,sticking pain in nape of neck,1.0,1
pressing pain in nape of neck,tearing pain in shoulder,1.0,1
pressing pain in nape of neck,tearing pain in elbow,1.0,1
pressing pain in nape of neck,gouty pain in wrist,1.0,1
pressing pain in nape of neck,swelling in knees,1.0,1
pressing pain in nape of neck,violent bruised pain in legs,1.0,1
pressing pain in nape of neck,psoric origin,1.0,1
pressing pain in nape of neck,drawing pain in feet,1.0,1
pressing pain in nape of neck,violent bruised pain in joints,1.0,1
pressing pain in nape of neck,sticking in shoulders,1.0,1
pressing pain in nape of neck,pressure in sacrum,1.0,1
pressing pain in nape of neck,stiffness in legs,1.0,1
pressing pain in nape of neck,drawing pain in nape of neck,1.0,1
pressing pain in nape of neck,boring pain,1.0,1
pressing pain in nape of neck,can only turn head to one side,1.0,1
pressing pain in nape of neck,burning of skin,1.0,1
pressing pain in nape of neck,stiffness in elbow,1.0,1
pressing pain in nape of neck,pain as from a sprain in nape of neck,1.0,1
pressing pain in nape of neck,gouty pain in hands,1.0,1
pressing pain in nape of neck,gouty pain in fingers,1.0,1
pressing pain in nape of neck,pain as from a sprain in shoulder,1.0,1
pressing pain in nape of neck,violent bruised pain in knees,1.0,1
pressing pain in nape of neck,drawing pain in legs,1.0,1
pressing pain in nape of neck,violent bruised pain in thighs,1.0,1
pressing pain in nape of neck,worse in open air,1.0,1
pressure in sacrum,sticking pain in small of back,1.0,1
pressure in sacrum,rheumatism of joints,1.0,1
pressure in sacrum,sticking pain in knees,1.0,1
pressure in sacrum,stiffness in feet,1.0,1
pressure in sacrum,drawing pain in fingers,1.0,1
pressure in sacrum,violent bruised pain in feet,1.0,1
pressure in sacrum,swelling of hands,1.0,1
pressure in sacrum,drawing pain in ankles,1.0,1
pressure in sacrum,sticking pain in ankles,1.0,1
pressure in sacrum,itching of skin,1.0,1
pressure in sacrum,tearing pain in ankles,1.0,1
pressure in sacrum,sticking pain in legs,1.0,1
pressure in sacrum,violent bruised pain in back,1.0,1
pressure in sacrum,sticking pain in arms,1.0,1
pressure in sacrum,tearing pain in thighs,1.0,1
pressure in sacrum,rheumatism of shoulder,1.0,1
pressure in sacrum,sticking pain in hips,1.0,1
pressure in sacrum,headache worse lying on back,1.0,1
pressure in sacrum,tearing pain in nape of neck,1.0,1
pressure in sacrum,pressive pain in small of back,1.0,1
pressure in sacrum,tearing in wrist,1.0,1
pressure in sacrum,chronic cases,1.0,1
pressure in sacrum,gouty pain in feet,1.0,1
pressure in sacrum,pain as from a sprain in shoulders,1.0,1
pressure in sacrum,gouty diathesis,1.0,1
pressure in sacrum,chronic articular rheumatism,1.0,1
pressure in sacrum,suppressed eruptions,1.0,1
pressure in sacrum,sticking in fingers,1.0,1
pressure in sacrum,sticking pain in feet,1.0,1
pressure in sacrum,drawing pain in all joints,1.0,1
pressure in sacrum,pressive pain,1.0,1
pressure in sacrum,pressure between shoulder blades,1.0,1
pressure in sacrum,can hardly rise from a seat,1.0,1
pressure in sacrum,stiffness in hands,1.0,1
pressure in sacrum,violent bruised pain in sacrum,1.0,1
pressure in sacrum,sticking pain in elbow,1.0,1
pressure in sacrum,pressing pain in nape of neck,1.0,1
pressure in sacrum,violent bruised pain in arms,1.0,1
pressure in sacrum,stiffness in wrist,1.0,1
pressure in sacrum,psoric manifestations,1.0,1
pressure in sacrum,violent bruised pain in elbow,1.0,1
pressure in sacrum,swelling in ankles,1.0,1
pressure in sacrum,sticking in wrist,1.0,1
pressure in sacrum,tearing pain in joints,1.0,1
pressure in sacrum,sticking pain in thighs,1.0,1
pressure in sacrum,stiffness in hips,1.0,1
pressure in sacrum,violent bruised pain in hips,1.0,1
pressure in sacrum,pain as from overlifting in small of back,1.0,1
pressure in sacrum,sticking in hands,1.0,1
pressure in sacrum,stiffness of shoulder,1.0,1
pressure in sacrum,violent bruised pain in ankles,1.0,1
pressure in sacrum,sticking in sacrum,1.0,1
pressure in sacrum,headache worse in open air,1.0,1
pressure in sacrum,tearing pain in hips,1.0,1
pressure in sacrum,swelling of fingers,1.0,1
pressure in sacrum,drawing pain in wrist,1.0,1
pressure in sacrum,stiffness in fingers,1.0,1
pressure in sacrum,drawing pain in arms,1.0,1
pressure in sacrum,drawing pain in hands,1.0,1
pressure in sacrum,rheumatism of muscles of neck,1.0,1
pressure in sacrum,sticking pain in joints,1.0,1
pressure in sacrum,sticking between shoulder blades,1.0,1
pressure in sacrum,sticking pain in nape of neck,1.0,1
pressure in sacrum,tearing pain in shoulder,1.0,1
pressure in sacrum,tearing pain in elbow,1.0,1
pressure in sacrum,gouty pain in wrist,1.0,1
pressure in sacrum,swelling in knees,1.0,1
pressure in sacrum,violent bruised pain in legs,1.0,1
pressure in sacrum,psoric origin,1.0,1
pressure in sacrum,drawing pain in feet,1.0,1
pressure in sacrum,violent bruised pain in joints,1.0,1
pressure in sacrum,sticking in shoulders,1.0,1
pressure in sacrum,stiffness in legs,1.0,1
pressure in sacrum,drawing pain in nape of neck,1.0,1
pressure in sacrum,boring pain,1.0,1
pressure in sacrum,can only turn head to one side,1.0,1
pressure in sacrum,burning of skin,1.0,1
pressure in sacrum,stiffness in elbow,1.0,1
pressure in sacrum,pain as from a sprain in nape of neck,1.0,1
pressure in sacrum,gouty pain in hands,1.0,1
pressure in sacrum,gouty pain in fingers,1.0,1
pressure in sacrum,pain as from a sprain in shoulder,1.0,1
pressure in sacrum,violent bruised pain in knees,1.0,1
pressure in sacrum,drawing pain in legs,1.0,1
pressure in sacrum,violent bruised pain in thighs,1.0,1
pressure in sacrum,worse in open air,1.0,1
drawing pain in hands,sticking pain in small of back,0.5,1
drawing pain in hands,rheumatism of joints,0.5,1
drawing pain in hands,sticking pain in knees,0.5,1
drawing pain in hands,stiffness in feet,0.5,1
drawing pain in hands,drawing pain in fingers,0.5,1
drawing pain in hands,violent bruised pain in feet,0.5,1
drawing pain in hands,swelling of hands,0.5,1
drawing pain in hands,drawing pain in ankles,0.5,1
drawing pain in hands,sticking pain in ankles,0.5,1
drawing pain in hands,itching of skin,0.5,1
drawing pain in hands,tearing pain in ankles,0.5,1
drawing pain in hands,sticking pain in legs,0.5,1
drawing pain in hands,violent bruised pain in back,0.5,1
drawing pain in hands,sticking pain in arms,0.5,1
drawing pain in hands,tearing pain in thighs,0.5,1
drawing pain in hands,rheumatism of shoulder,0.5,1
drawing pain in hands,sticking pain in hips,0.5,1
drawing pain in hands,headache worse lying on back,0.5,1
drawing pain in hands,tearing pain in nape of neck,0.5,1
drawing pain in hands,pressive pain in small of back,0.5,1
drawing pain in hands,tearing in wrist,0.5,1
drawing pain in hands,chronic cases,0.5,1
drawing pain in hands,gouty pain in feet,0.5,1
drawing pain in hands,pain as from a sprain in shoulders,0.5,1
drawing pain in hands,gouty diathesis,0.5,1
drawing pain in hands,chronic articular rheumatism,0.5,1
drawing pain in hands,suppressed eruptions,0.5,1
drawing pain in hands,sticking in fingers,0.5,1
drawing pain in hands,sticking pain in feet,0.5,1
drawing pain in hands,drawing pain in all joints,0.5,1
drawing pain in hands,pressive pain,0.5,1
drawing pain in hands,pressure between shoulder blades,0.5,1
drawing pain in hands,can hardly rise from a seat,0.5,1
drawing pain in hands,stiffness in hands,0.5,1
drawing pain in hands,violent bruised pain in sacrum,0.5,1
drawing pain in hands,sticking pain in elbow,0.5,1
drawing pain in hands,pressing pain in nape of neck,0.5,1
drawing pain in hands,violent bruised pain in arms,0.5,1
drawing pain in hands,stiffness in wrist,0.5,1
drawing pain in hands,psoric manifestations,0.5,1
drawing pain in hands,violent bruised pain in elbow,0.5,1
drawing pain in hands,swelling in ankles,0.5,1
drawing pain in hands,sticking in wrist,0.5,1
drawing pain in hands,tearing pain in joints,0.5,1
drawing pain in hands,sticking pain in thighs,0.5,1
drawing pain in hands,stiffness in hips,0.5,1
drawing pain in hands,violent bruised pain in hips,0.5,1
drawing pain in hands,pain as from overlifting in small of back,0.5,1
drawing pain in hands,sticking in hands,0.5,1
drawing pain in hands,stiffness of shoulder,0.5,1
drawing pain in hands,violent bruised pain in ankles,0.5,1
drawing pain in hands,sticking in sacrum,0.5,1
drawing pain in hands,headache worse in open air,0.5,1
drawing pain in hands,tearing pain in hips,1.0,2
drawing pain in hands,swelling of fingers,0.5,1
drawing pain in hands,drawing pain in wrist,0.5,1
drawing pain in hands,stiffness in fingers,0.5,1
drawing pain in hands,drawing pain in arms,0.5,1
drawing pain in hands,rheumatism of muscles of neck,0.5,1
drawing pain in hands,sticking pain in joints,0.5,1
drawing pain in hands,sticking between shoulder blades,0.5,1
drawing pain in hands,sticking pain in nape of neck,0.5,1
drawing pain in hands,tearing pain in shoulder,0.5,1
drawing pain in hands,tearing pain in elbow,0.5,1
drawing pain in hands,gouty pain in wrist,0.5,1
drawing pain in hands,swelling in knees,0.5,1
drawing pain in hands,violent bruised pain in legs,0.5,1
drawing pain in hands,psoric origin,0.5,1
drawing pain in hands,drawing pain in feet,0.5,1
drawing pain in hands,violent bruised pain in joints,0.5,1
drawing pain in hands,sticking in shoulders,0.5,1
drawing pain in hands,pressure in sacrum,0.5,1
drawing pain in hands,stiffness in legs,0.5,1
drawing pain in hands,drawing pain in nape of neck,0.5,1
drawing pain in hands,boring pain,0.5,1
drawing pain in hands,can only turn head to one side,0.5,1
drawing pain in hands,burning of skin,0.5,1
drawing pain in hands,stiffness in elbow,0.5,1
drawing pain in hands,pain as from a sprain in nape of neck,0.5,1
drawing pain in hands,gouty pain in hands,0.5,1
drawing pain in hands,gouty pain in fingers,0.5,1
drawing pain in hands,pain as from a sprain in shoulder,0.5,1
drawing pain in hands,violent bruised pain in knees,0.5,1
drawing pain in hands,drawing pain in legs,0.5,1
drawing pain in hands,violent bruised pain in thighs,0.5,1
drawing pain in hands,worse in open air,0.5,1
tearing in wrist,sticking pain in small of back,1.0,1
tearing in wrist,rheumatism of joints,1.0,1
tearing in wrist,sticking pain in knees,1.0,1
tearing in wrist,stiffness in feet,1.0,1
tearing in wrist,drawing pain in fingers,1.0,1
tearing in wrist,violent bruised pain in feet,1.0,1
tearing in wrist,swelling of hands,1.0,1
tearing in wrist,drawing pain in ankles,1.0,1
tearing in wrist,sticking pain in ankles,1.0,1
tearing in wrist,itching of skin,1.0,1
tearing in wrist,tearing pain in ankles,1.0,1
tearing in wrist,sticking pain in legs,1.0,1
tearing in wrist,violent bruised pain in back,1.0,1
tearing in wrist,sticking pain in arms,1.0,1
tearing in wrist,tearing pain in thighs,1.0,1
tearing in wrist,rheumatism of shoulder,1.0,1
tearing in wrist,sticking pain in hips,1.0,1
tearing in wrist,headache worse lying on back,1.0,1
tearing in wrist,tearing pain in nape of neck,1.0,1
tearing in wrist,pressive pain in small of back,1.0,1
tearing in wrist,chronic cases,1.0,1
tearing in wrist,gouty pain in feet,1.0,1
tearing in wrist,pain as from a sprain in shoulders,1.0,1
tearing in wrist,gouty diathesis,1.0,1
tearing in wrist,chronic articular rheumatism,1.0,1
tearing in wrist,suppressed eruptions,1.0,1
tearing in wrist,sticking in fingers,1.0,1
tearing in wrist,sticking pain in feet,1.0,1
tearing in wrist,drawing pain in all joints,1.0,1
tearing in wrist,pressive pain,1.0,1
tearing in wrist,pressure between shoulder blades,1.0,1
tearing in wrist,can hardly rise from a seat,1.0,1
tearing in wrist,stiffness in hands,1.0,1
tearing in wrist,violent bruised pain in sacrum,1.0,1
tearing in wrist,sticking pain in elbow,1.0,1
tearing in wrist,pressing pain in nape of neck,1.0,1
tearing in wrist,violent bruised pain in arms,1.0,1
tearing in wrist,stiffness in wrist,1.0,1
tearing in wrist,psoric manifestations,1.0,1
tearing in wrist,violent bruised pain in elbow,1.0,1
tearing in wrist,swelling in ankles,1.0,1
tearing in wrist,sticking in wrist,1.0,1
tearing in wrist,tearing pain in joints,1.0,1
tearing in wrist,sticking pain in thighs,1.0,1
tearing in wrist,stiffness in hips,1.0,1
tearing in wrist,violent bruised pain in hips,1.0,1
tearing in wrist,pain as from overlifting in small of back,1.0,1
tearing in wrist,sticking in hands,1.0,1
tearing in wrist,stiffness of shoulder,1.0,1
tearing in wrist,violent bruised pain in ankles,1.0,1
tearing in wrist,sticking in sacrum,1.0,1
tearing in wrist,headache worse in open air,1.0,1
tearing in wrist,tearing pain in hips,1.0,1
tearing in wrist,swelling of fingers,1.0,1
tearing in wrist,drawing pain in wrist,1.0,1
tearing in wrist,stiffness in fingers,1.0,1
tearing in wrist,drawing pain in arms,1.0,1
tearing in wrist,drawing pain in hands,1.0,1
tearing in wrist,rheumatism of muscles of neck,1.0,1
tearing in wrist,sticking pain in joints,1.0,1
tearing in wrist,sticking between shoulder blades,1.0,1
tearing in wrist,sticking pain in nape of neck,1.0,1
tearing in wrist,tearing pain in shoulder,1.0,1
tearing in wrist,tearing pain in elbow,1.0,1
tearing in wrist,gouty pain in wrist,1.0,1
tearing in wrist,swelling in knees,1.0,1
tearing in wrist,violent bruised pain in legs,1.0,1
tearing in wrist,psoric origin,1.0,1
tearing in wrist,drawing pain in feet,1.0,1
tearing in wrist,violent bruised pain in joints,1.0,1
tearing in wrist,sticking in shoulders,1.0,1
tearing in wrist,pressure in sacrum,1.0,1
tearing in wrist,stiffness in legs,1.0,1
tearing in wrist,drawing pain in nape of neck,1.0,1
tearing in wrist,boring pain,1.0,1
tearing in wrist,can only turn head to one side,1.0,1
tearing in wrist,burning of skin,1.0,1
tearing in wrist,stiffness in elbow,1.0,1
tearing in wrist,pain as from a sprain in nape of neck,1.0,1
tearing in wrist,gouty pain in hands,1.0,1
tearing in wrist,gouty pain in fingers,1.0,1
tearing in wrist,pain as from a sprain in shoulder,1.0,1
tearing in wrist,violent bruised pain in knees,1.0,1
tearing in wrist,drawing pain in legs,1.0,1
tearing in wrist,violent bruised pain in thighs,1.0,1
tearing in wrist,worse in open air,1.0,1
violent bruised pain in arms,sticking pain in small of back,1.0,1
violent bruised pain in arms,rheumatism of joints,1.0,1
violent bruised pain in arms,sticking pain in knees,1.0,1
violent bruised pain in arms,stiffness in feet,1.0,1
violent bruised pain in arms,drawing pain in fingers,1.0,1
violent bruised pain in arms,violent bruised pain in feet,1.0,1
violent bruised pain in arms,swelling of hands,1.0,1
violent bruised pain in arms,drawing pain in ankles,1.0,1
violent bruised pain in arms,sticking pain in ankles,1.0,1
violent bruised pain in arms,itching of skin,1.0,1
violent bruised pain in arms,tearing pain in ankles,1.0,1
violent bruised pain in arms,sticking pain in legs,1.0,1
violent bruised pain in arms,violent bruised pain in back,1.0,1
violent bruised pain in arms,sticking pain in arms,1.0,1
violent bruised pain in arms,tearing pain in thighs,1.0,1
violent bruised pain in arms,rheumatism of shoulder,1.0,1
violent bruised pain in arms,sticking pain in hips,1.0,1
violent bruised pain in arms,headache worse lying on back,1.0,1
violent bruised pain in arms,tearing pain in nape of neck,1.0,1
violent bruised pain in arms,pressive pain in small of back,1.0,1
violent bruised pain in arms,tearing in wrist,1.0,1
violent bruised pain in arms,chronic cases,1.0,1
violent bruised pain in arms,gouty pain in feet,1.0,1
violent bruised pain in arms,pain as from a sprain in shoulders,1.0,1
violent bruised pain in arms,gouty diathesis,1.0,1
violent bruised pain in arms,chronic articular rheumatism,1.0,1
violent bruised pain in arms,suppressed eruptions,1.0,1
violent bruised pain in arms,sticking in fingers,1.0,1
violent bruised pain in arms,sticking pain in feet,1.0,1
violent bruised pain in arms,drawing pain in all joints,1.0,1
violent bruised pain in arms,pressive pain,1.0,1
violent bruised pain in arms,pressure between shoulder blades,1.0,1
violent bruised pain in arms,can hardly rise from a seat,1.0,1
violent bruised pain in arms,stiffness in hands,1.0,1
violent bruised pain in arms,violent bruised pain in sacrum,1.0,1
violent bruised pain in arms,sticking pain in elbow,1.0,1
violent bruised pain in arms,pressing pain in nape of neck,1.0,1
violent bruised pain in arms,stiffness in wrist,1.0,1
violent bruised pain in arms,psoric manifestations,1.0,1
violent bruised pain in arms,violent bruised pain in elbow,1.0,1
violent bruised pain in arms,swelling in ankles,1.0,1
violent bruised pain in arms,sticking in wrist,1.0,1
violent bruised pain in arms,tearing pain in joints,1.0,1
violent bruised pain in arms,sticking pain in thighs,1.0,1
violent bruised pain in arms,stiffness in hips,1.0,1
violent bruised pain in arms,violent bruised pain in hips,1.0,1
violent bruised pain in arms,pain as from overlifting in small of back,1.0,1
violent bruised pain in arms,sticking in hands,1.0,1
violent bruised pain in arms,stiffness of shoulder,1.0,1
violent bruised pain in arms,violent bruised pain in ankles,1.0,1
violent bruised pain in arms,sticking in sacrum,1.0,1
violent bruised pain in arms,headache worse in open air,1.0,1
violent bruised pain in arms,tearing pain in hips,1.0,1
violent bruised pain in arms,swelling of fingers,1.0,1
violent bruised pain in arms,drawing pain in wrist,1.0,1
violent bruised pain in arms,stiffness in fingers,1.0,1
violent bruised pain in arms,drawing pain in arms,1.0,1
violent bruised pain in arms,drawing pain in hands,1.0,1
violent bruised pain in arms,rheumatism of muscles of neck,1.0,1
violent bruised pain in arms,sticking pain in joints,1.0,1
violent bruised pain in arms,sticking between shoulder blades,1.0,1
violent bruised pain in arms,sticking pain in nape of neck,1.0,1
violent bruised pain in arms,tearing pain in shoulder,1.0,1
violent bruised pain in arms,tearing pain in elbow,1.0,1
violent bruised pain in arms,gouty pain in wrist,1.0,1
violent bruised pain in arms,swelling in knees,1.0,1
violent bruised pain in arms,violent bruised pain in legs,1.0,1
violent bruised pain in arms,psoric origin,1.0,1
violent bruised pain in arms,drawing pain in feet,1.0,1
violent bruised pain in arms,violent bruised pain in joints,1.0,1
violent bruised pain in arms,sticking in shoulders,1.0,1
violent bruised pain in arms,pressure in sacrum,1.0,1
violent bruised pain in arms,stiffness in legs,1.0,1
violent bruised pain in arms,drawing pain in nape of neck,1.0,1
violent bruised pain in arms,boring pain,1.0,1
violent bruised pain in arms,can only turn head to one side,1.0,1
violent bruised pain in arms,burning of skin,1.0,1
violent bruised pain in arms,stiffness in elbow,1.0,1
violent bruised pain in arms,pain as from a sprain in nape of neck,1.0,1
violent bruised pain in arms,gouty pain in hands,1.0,1
violent bruised pain in arms,gouty pain in fingers,1.0,1
violent bruised pain in arms,pain as from a sprain in shoulder,1.0,1
violent bruised pain in arms,violent bruised pain in knees,1.0,1
violent bruised pain in arms,drawing pain in legs,1.0,1
violent bruised pain in arms,violent bruised pain in thighs,1.0,1
violent bruised pain in arms,worse in open air,1.0,1
sticking in sacrum,sticking pain in small of back,1.0,1
sticking in sacrum,rheumatism of joints,1.0,1
sticking in sacrum,sticking pain in knees,1.0,1
sticking in sacrum,stiffness in feet,1.0,1
sticking in sacrum,drawing pain in fingers,1.0,1
sticking in sacrum,violent bruised pain in feet,1.0,1
sticking in sacrum,swelling of hands,1.0,1
sticking in sacrum,drawing pain in ankles,1.0,1
sticking in sacrum,sticking pain in ankles,1.0,1
sticking in sacrum,itching of skin,1.0,1
sticking in sacrum,tearing pain in ankles,1.0,1
sticking in sacrum,sticking pain in legs,1.0,1
sticking in sacrum,violent bruised pain in back,1.0,1
sticking in sacrum,sticking pain in arms,1.0,1
sticking in sacrum,tearing pain in thighs,1.0,1
sticking in sacrum,rheumatism of shoulder,1.0,1
sticking in sacrum,sticking pain in hips,1.0,1
sticking in sacrum,headache worse lying on back,1.0,1
sticking in sacrum,tearing pain in nape of neck,1.0,1
sticking in sacrum,pressive pain in small of back,1.0,1
sticking in sacrum,tearing in wrist,1.0,1
sticking in sacrum,chronic cases,1.0,1
sticking in sacrum,gouty pain in feet,1.0,1
sticking in sacrum,pain as from a sprain in shoulders,1.0,1
sticking in sacrum,gouty diathesis,1.0,1
sticking in sacrum,chronic articular rheumatism,1.0,1
sticking in sacrum,suppressed eruptions,1.0,1
sticking in sacrum,sticking in fingers,1.0,1
sticking in sacrum,sticking pain in feet,1.0,1
sticking in sacrum,drawing pain in all joints,1.0,1
sticking in sacrum,pressive pain,1.0,1
sticking in sacrum,pressure between shoulder blades,1.0,1
sticking in sacrum,can hardly rise from a seat,1.0,1
sticking in sacrum,stiffness in hands,1.0,1
sticking in sacrum,violent bruised pain in sacrum,1.0,1
sticking in sacrum,sticking pain in elbow,1.0,1
sticking in sacrum,pressing pain in nape of neck,1.0,1
sticking in sacrum,violent bruised pain in arms,1.0,1
sticking in sacrum,stiffness in wrist,1.0,1
sticking in sacrum,psoric manifestations,1.0,1
